ID,HouseType,Size,MonthlyRentals,City,Sauna,Balcony,Address,Latitude,Longitude,Number_Of_Rooms
5088,kerrostalo,12,534,Helsinki,0,0,"Liusketie 16, 00710, Helsinki",60.2351034,25.0119644,0
3024,kerrostalo,,534,Helsinki,0,0,"Liusketie 16, 00710, Helsinki",60.2351034,25.0119644,0
17256,kerrostalo,73,549,Helsinki,0,0,"Opastinsilta 9, 00520, Helsinki",60.199665,24.9380225,0
13990,kerrostalo,11,585,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
3538,kerrostalo,12,585,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
7827,kerrostalo,16,585,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
16314,kerrostalo,17,585,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
12590,kerrostalo,18,585,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
16962,kerrostalo,19,585,Helsinki,0,0,"Kutomotie 9, 00380, Helsinki",60.21588545,24.87115705,0
2180,kerrostalo,8,595,Helsinki,0,0,"Kornetintie 10, 00380, Helsinki",60.21655245,24.87339599,0
8199,rivitalo,34.5,599,Helsinki,0,0,"Graniittitie 8, 00710, Helsinki",60.2331511,25.00853615,1
3081,kerrostalo,29,610,Helsinki,0,1,"Kanneltie 6, 00420, Helsinki",60.2409808,24.88013447,1
1253,kerrostalo,19,630,Helsinki,0,0,"Saimaankatu 3, 00520, Helsinki",60.1947592,24.9381379,1
2606,kerrostalo,20,630,Helsinki,0,1,"Kauppalantie 16, 00320, Helsinki",60.2113088,24.89716801,1
1084,kerrostalo,24.5,640,Helsinki,0,0,"Suursuonlaita 2, 00630, Helsinki",60.2342738,24.9322242,1
6072,kerrostalo,23.5,640,Helsinki,0,0,"Kivisaarentie 10, 00960, Helsinki",60.2197552,25.13638804,1
1766,kerrostalo,46,643,Helsinki,0,0,"Pihkatie 6, 00410, Helsinki",60.2519612,24.85678567,2
6956,kerrostalo,17,650,Helsinki,0,0,"Karjalankatu 11, 00520, Helsinki",60.19332325,24.94030926,1
4458,kerrostalo,31.5,650,Helsinki,0,1,"Unikkotie 3, 00720, Helsinki",60.24629045,24.99056609,1
10801,kerrostalo,53,650,Helsinki,0,1,"Peukaloisentie 4a, 00820, Helsinki",60.1980861,25.06015553,2
6031,kerrostalo,26.5,650,Helsinki,0,0,"Lokkisaarentie 11, 00980, Helsinki",60.2164426,25.14174309,1
1915,kerrostalo,47.5,664,Helsinki,0,1,"Pihkatie 6, 00410, Helsinki",60.2519612,24.85678567,2
247,kerrostalo,26,665,Helsinki,0,0,"Myllymatkantie 2, 00920, Helsinki",60.2260543,25.06367092,1
3498,kerrostalo,27,665,Helsinki,0,1,"Saniaistie 22, 00730, Helsinki",60.26001405,25.02780713,1
744,kerrostalo,26,670,Helsinki,0,0,"Ohjaajantie 18, 00400, Helsinki",60.228206,24.88793441,1
3713,paritalo,19.2,680,Helsinki,0,0,"Kuusitie 9, 00270, Helsinki",60.19490955,24.89851522,1
370,kerrostalo,30,680,Helsinki,0,1,"Säterintie 26, 00720, Helsinki",60.2443534,24.98626982,1
30,kerrostalo,34.5,686,Helsinki,0,0,"Trumpettikuja 4, 00420, Helsinki",60.2381251,24.86991908,1
10728,omakotitalo,22.5,690,Helsinki,0,0,"Fleminginkatu 18, 00510, Helsinki",60.1872538,24.9529179,1
7623,kerrostalo,,690,Helsinki,0,0,"Helsinginkatu 16, 00500, Helsinki",60.1868697,24.9534095,1
1832,kerrostalo,25,690,Helsinki,0,0,"Pajupillintie 15, 00420, Helsinki",60.24155995,24.88927758,1
1032,kerrostalo,36,690,Helsinki,0,0,"Suonotkontie 5, 00630, Helsinki",60.2334446,24.93614999,2
2608,kerrostalo,28,690,Helsinki,0,0,"Mannerheimintie 55, 00250, Helsinki",60.1901634,24.91611456,1
1732,omakotitalo,27,690,Helsinki,0,0,"Poutamäentie 13, 00360, Helsinki",60.2193233,24.85225265,1
2143,kerrostalo,34.5,694,Helsinki,0,0,"Pallomäentie 4, 00740, Helsinki",60.27010825,24.9837022,1
3185,kerrostalo,29,695,Helsinki,0,1,"Kivihaantie 11, 00310, Helsinki",60.2131714,24.905738,1
6769,kerrostalo,66,699,Helsinki,0,0,"Graniittitie 8, 00710, Helsinki",60.2331511,25.00853615,2
14555,kerrostalo,23.5,699,Helsinki,0,0,"Kivisaarentie 12, 00960, Helsinki",60.2200681,25.1354345,1
3020,kerrostalo,28,700,Helsinki,0,0,"Orapihlajatie 3, 00320, Helsinki",60.2200836,24.8931845,1
7409,kerrostalo,26,700,Helsinki,0,1,"Steniuksentie 6, 00320, Helsinki",60.210111,24.8930767,1
1313,kerrostalo,34,700,Helsinki,0,0,"Trumpettitie 4, 00420, Helsinki",60.2389199,24.87093458,1
4150,kerrostalo,57,700,Helsinki,0,0,"Porttikuja 11, 00940, Helsinki",60.2334284,25.08436645,2
5377,kerrostalo,57,700,Helsinki,0,0,"Porttikuja 11, 00940, Helsinki",60.2334284,25.08436645,2
8490,kerrostalo,57,700,Helsinki,0,0,"Porttikuja 11, 00940, Helsinki",60.2334284,25.08436645,2
2600,kerrostalo,50,700,Helsinki,0,0,"Rikhard Nymanin, 00370, Helsinki",60.2286179,24.8422895,3
8814,kerrostalo,51,700,Helsinki,0,0,"Rikhard Nymanin, 00370, Helsinki",60.2286179,24.8422895,2
9606,kerrostalo,23,700,Helsinki,0,0,"Sturenkatu 35, 00550, Helsinki",60.1949911,24.9584324,1
6639,kerrostalo,18,710,Helsinki,0,0,"Mannerheimintie 19, 00250, Helsinki",60.1843366,24.9239272,1
1113,kerrostalo,,710,Helsinki,0,0,"Topeliuksenkatu 12, 00250, Helsinki",60.1845375,24.91691766,1
1287,kerrostalo,19,720,Helsinki,0,0,"Runeberginkatu 15, 00100, Helsinki",60.1701407,24.9266548,1
4089,kerrostalo,31,720,Helsinki,0,0,"Vähäntuvantie 11, 00390, Helsinki",60.2330604,24.84815327,1
784,kerrostalo,31,720,Helsinki,0,0,"Kirkonkyläntie 15, 00700, Helsinki",60.2529064,25.00461528,1
13132,kerrostalo,19,720,Helsinki,0,0,"Mannerheimintie 134, 00270, Helsinki",60.19355265,24.90544175,1
6442,kerrostalo,33,720,Helsinki,0,1,"Rantakartanontie 8, 00910, Helsinki",60.21290495,25.10079802,1
14181,kerrostalo,19,720,Helsinki,0,0,"Hämeentie 62, 00500, Helsinki",60.1887254,24.9633847,1
5117,omakotitalo,24,720,Helsinki,0,0,"Urheilukatu 46, 00250, Helsinki",60.190297,24.91697375,1
220,kerrostalo,25.7,720,Helsinki,0,0,"Merikorttitie 4, 00960, Helsinki",60.2188705,25.1292728,1
1148,kerrostalo,27.5,725,Helsinki,0,0,"Mäkitorpantie 25, 00640, Helsinki",60.2278065,24.9580961,1
1919,kerrostalo,28,727,Helsinki,0,0,"Suursuontie 10, 00630, Helsinki",60.23271845,24.93721223,1
10980,kerrostalo,29,729,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
10996,kerrostalo,29,729,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
10999,kerrostalo,29,729,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
553,luhtitalo,20,730,Helsinki,0,0,"Kalevankatu 27, 00100, Helsinki",60.1659139,24.9336931,1
13658,kerrostalo,31,730,Helsinki,0,0,"Kaarenjalka 6, 00940, Helsinki",60.236846,25.07696052,1
4438,kerrostalo,22,730,Helsinki,0,0,"Mannerheimintie 138, 00270, Helsinki",60.1938872,24.9044957,1
1030,luhtitalo,33,730,Helsinki,0,0,"Mäkitorpantie 11, 00620, Helsinki",60.22425345,24.9522128,1
3398,kerrostalo,26,730,Helsinki,0,0,"Näyttelijäntie 18, 00400, Helsinki",60.23103295,24.89498265,1
12566,kerrostalo,33.5,730,Helsinki,0,0,"Kalteentie 3, 00770, Helsinki",60.26508835,25.0842111,1
176,kerrostalo,30.5,735,Helsinki,0,0,"Kauppalantie 17, 00320, Helsinki",60.2134999,24.89910464,1
8669,kerrostalo,33.5,735,Helsinki,0,1,"I nan, 00840, Helsinki",,,1
10985,kerrostalo,29,739,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
637,kerrostalo,25.5,739,Helsinki,0,0,"Porttikuja 11, 00940, Helsinki",60.2334284,25.08436645,1
958,kerrostalo,25.5,739,Helsinki,0,0,"Porttikuja 11, 00940, Helsinki",60.2334284,25.08436645,1
1116,kerrostalo,29.5,740,Helsinki,0,1,"Pilvenpyörteentie 29, 00700, Helsinki",60.248399,25.0316072,1
45,kerrostalo,21,740,Helsinki,0,0,"Mannerheimintie 144, 00270, Helsinki",60.19442215,24.9029638,1
10176,kerrostalo,35,740,Helsinki,0,0,"Adolf Lindforsin, 00400, Helsinki",60.2292629,24.8948479,2
1818,kerrostalo,23,740,Helsinki,0,1,"Lastenlinnantie 1, 00250, Helsinki",60.1837216,24.91203027,1
12022,kerrostalo,28,745,Helsinki,0,0,"Kasöörinkatu 2, 00520, Helsinki",60.1972362,24.942005,1
3513,kerrostalo,27.5,749,Helsinki,0,0,"Arhotie 22, 00900, Helsinki",60.21781385,25.08643984,1
10992,kerrostalo,29,749,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
10995,kerrostalo,29,749,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
1402,kerrostalo,30,749,Helsinki,0,0,"Suonotkontie 4, 00630, Helsinki",60.2329147,24.9346094,1
4018,kerrostalo,25.5,750,Helsinki,0,0,"Paatsamatie 8, 00320, Helsinki",60.2209885,24.8918639,1
777,kerrostalo,,750,Helsinki,0,0,"Apollonkatu 4, 00100, Helsinki",60.1760536,24.9285405,1
5607,kerrostalo,,750,Helsinki,0,0,"Violankatu 4, 00550, Helsinki",60.1972084,24.9640917,1
1644,kerrostalo,20,750,Helsinki,0,0,"Kansakoulukatu 5, 00100, Helsinki",60.1677114,24.9328768,1
2166,kerrostalo,22,750,Helsinki,0,0,"Kansakoulunkatu 5, 00100, Helsinki",60.4661853,25.0901008,1
7940,kerrostalo,43.5,750,Helsinki,0,1,"Kaarenjalka 6, 00940, Helsinki",60.236846,25.07696052,2
2532,rivitalo,41.5,750,Helsinki,0,0,"Suursuontie 10, 00630, Helsinki",60.23271845,24.93721223,2
14639,kerrostalo,25,750,Helsinki,0,0,"Stenbäckinkatu 10, 00250, Helsinki",60.18879315,24.91391175,1
16250,kerrostalo,12,755,Helsinki,0,0,"Kornetintie 10, 00380, Helsinki",60.21655245,24.87339599,0
17224,rivitalo,13,755,Helsinki,0,0,"Kornetintie 10, 00380, Helsinki",60.21655245,24.87339599,0
2186,kerrostalo,13.5,755,Helsinki,0,0,"Kornetintie 10, 00380, Helsinki",60.21655245,24.87339599,0
7678,kerrostalo,24.5,759,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7679,kerrostalo,24.5,759,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7711,kerrostalo,24.5,759,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
6332,kerrostalo,25.5,759,Helsinki,0,0,"Näyttelijäntie 24, 00400, Helsinki",60.2325293,24.8927402,1
3973,kerrostalo,26,760,Helsinki,0,0,"Alppikatu 15, 00530, Helsinki",60.1857586,24.9470086,1
3788,kerrostalo,25.5,760,Helsinki,0,0,"Neljäs linja, 00530, Helsinki",60.1824169,24.9523203,1
2629,kerrostalo,25.5,760,Helsinki,0,0,"Urheilukatu 42, 00250, Helsinki",60.1895397,24.91818965,1
15359,kerrostalo,17,760,Helsinki,0,0,"Valhallankatu 10, 00250, Helsinki",60.1842582,24.912745,1
4223,kerrostalo,40.5,765,Helsinki,0,1,"Maasälväntie 6, 00710, Helsinki",60.2366079,25.00923565,2
4791,kerrostalo,34.5,766,Helsinki,0,0,"Kämnerintie 3, 00750, Helsinki",60.27733335,25.02400747,1
326,kerrostalo,31,769,Helsinki,0,1,"Kauppalantie 22, 00320, Helsinki",60.2122638,24.8979585,1
169,luhtitalo,53,769,Helsinki,1,1,"Varustuksentie 1, 00940, Helsinki",60.23990095,25.0671993,2
10986,kerrostalo,29,769,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
10988,kerrostalo,29,769,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
10991,kerrostalo,29,769,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
7686,kerrostalo,,769,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
1883,kerrostalo,23.2,770,Helsinki,0,0,"Runeberginkatu 6a, 00100, Helsinki",60.1701025,24.9259688,1
8613,kerrostalo,29,770,Helsinki,0,0,"Gyldénintie 8, 00200, Helsinki",60.16127545,24.87758326,1
1556,luhtitalo,33.5,770,Helsinki,0,0,"Kirkonkyläntie 6-10, 00370, Helsinki",60.2590164,24.992226,1
174,kerrostalo,29.5,775,Helsinki,0,0,"Tankomäenkatu 10, 00950, Helsinki",60.2262427,25.12584314,1
8670,kerrostalo,39,775,Helsinki,0,0,"Pikalähetintie 18, 00620, Helsinki",60.2258451,24.95134,2
11047,kerrostalo,22.5,779,Helsinki,0,0,"Pajamäentie 6, 00360, Helsinki",60.2186719,24.85678346,1
7701,kerrostalo,24.5,779,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
10924,kerrostalo,24,779,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
13281,kerrostalo,20.5,780,Helsinki,0,0,"Runeberginkatu 6, 00100, Helsinki",60.169935,24.9259554,1
2278,rivitalo,30,780,Helsinki,0,0,"Vilhonvuorenkuja 20, 00500, Helsinki",60.1876224,24.9627557,1
3017,kerrostalo,33,780,Helsinki,0,0,"Pelimannintie 20, 00420, Helsinki",60.23589195,24.87768259,1
1117,kerrostalo,29.5,780,Helsinki,0,1,"Pilvenpyörteentie 29, 00700, Helsinki",60.248399,25.0316072,1
11435,kerrostalo,47,780,Helsinki,0,1,"Suursuontie 6, 00630, Helsinki",60.2310607,24.93804575,2
739,kerrostalo,32,780,Helsinki,0,0,"Karistimentie 3, 00920, Helsinki",60.2256917,25.0696065,1
2587,kerrostalo,17.5,780,Helsinki,0,0,"Pursimiehenkatu 14, 00150, Helsinki",60.1593844,24.9381219,1
2239,kerrostalo,35.5,785,Helsinki,0,0,"Hatuntekijänkuja 3-5, 00750, Helsinki",60.2775402,25.03340952,1
7288,kerrostalo,31,786,Helsinki,0,0,"Kokkokalliontie 9, 00370, Helsinki",60.2302624,24.85174085,1
12506,kerrostalo,18.5,789,Helsinki,0,0,"Lönnrotinkatu 23, 00120, Helsinki",60.1662731,24.9382335,1
10998,kerrostalo,30.5,789,Helsinki,0,0,"Keinulaudantie 7a, 00940, Helsinki",60.2361861,25.0816449,1
7697,kerrostalo,24.5,789,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7717,kerrostalo,24.5,789,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7740,kerrostalo,24.5,789,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7753,kerrostalo,24.5,789,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
3710,kerrostalo,24,789,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
4521,kerrostalo,36,790,Helsinki,0,1,"Kauppalantie 12, 00320, Helsinki",60.2106846,24.89665011,2
2150,kerrostalo,27,790,Helsinki,0,0,"Hämeentie 97-99, 00550, Helsinki",60.1989161,24.9615975,1
2527,kerrostalo,30.5,790,Helsinki,0,0,"Kaarlenkatu 10, 00530, Helsinki",60.1859879,24.9511402,0
1304,kerrostalo,33.5,790,Helsinki,0,1,"Untamontie 13, 00610, Helsinki",60.2125853,24.9545291,1
674,kerrostalo,38,790,Helsinki,0,0,"Isokaari 3, 00200, Helsinki",60.15790705,24.87065329,1
2605,kerrostalo,41.5,790,Helsinki,0,1,"Suursuontie 2, 00630, Helsinki",60.2301784,24.9391074,2
5236,kerrostalo,31,790,Helsinki,0,0,"Ulvilantie 19, 00350, Helsinki",60.2078322,24.864077,1
10845,rivitalo,34,790,Helsinki,0,1,"Ohjaajantie 26-28, 00400, Helsinki",60.2282238,24.8925823,1
2662,kerrostalo,26.5,790,Helsinki,0,0,"Pursimiehenkatu 25, 00150, Helsinki",60.1588234,24.9358361,1
6641,kerrostalo,31,790,Helsinki,0,0,"Rajasaarentie 9, 00250, Helsinki",60.1833428,24.9126852,1
582,rivitalo,38,794,Helsinki,0,0,"Mechelininkatu 1, 00180, Helsinki",60.1667457,24.9214008,1
1777,kerrostalo,30.5,795,Helsinki,0,0,"Ulvilantie 29, 00350, Helsinki",60.2077211,24.8757248,1
1314,kerrostalo,22.5,795,Helsinki,0,0,"Merimiehenkatu 24, 00150, Helsinki",60.1599853,24.9374928,1
243,kerrostalo,33.4,798,Helsinki,0,0,"Mannerheimintie 128, 00270, Helsinki",60.1929306,24.90723829,2
298,kerrostalo,23,799,Helsinki,0,0,"Vanha viertotie, 00350, Helsinki",60.2140723,24.878659,1
4636,kerrostalo,26,799,Helsinki,0,0,"Pakilantie 17, 00630, Helsinki",60.23328595,24.93279083,1
7113,kerrostalo,27.5,799,Helsinki,0,0,"Neulapadontie 5, 00920, Helsinki",60.22175075,25.06338095,1
1750,kerrostalo,80,799,Helsinki,0,0,"Graniittitie 8, 00710, Helsinki",60.2331511,25.00853615,3
5885,kerrostalo,80,799,Helsinki,0,0,"Graniittitie 8, 00710, Helsinki",60.2331511,25.00853615,3
7667,kerrostalo,24.5,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7695,kerrostalo,24.5,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7699,kerrostalo,24.5,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7730,kerrostalo,24.5,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7739,kerrostalo,24.5,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7741,kerrostalo,24.5,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7745,kerrostalo,24.5,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7749,kerrostalo,,799,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
1340,kerrostalo,27,800,Helsinki,0,0,"Viipurinkatu 8, 00510, Helsinki",60.1909441,24.9441925,0
3048,kerrostalo,24,800,Helsinki,0,0,"Museokatu 44, 00100, Helsinki",60.1751845,24.9196604,1
7545,kerrostalo,48.5,800,Helsinki,0,0,"Pakkamestarinkatu 3, 00520, Helsinki",60.1978061,24.94349366,2
6744,kerrostalo,24,800,Helsinki,0,0,"Helsinginkuja 4, 00500, Helsinki",60.1877394,24.9559577,1
9867,kerrostalo,27,800,Helsinki,0,0,"Porthninkatu 11, 00530, Helsinki",,,1
6020,kerrostalo,24,800,Helsinki,0,0,"Viherniemenkatu 3, 00530, Helsinki",60.17881235,24.9533623,1
2755,kerrostalo,25,800,Helsinki,0,0,"Albertinkatu 46C, 00180, Helsinki",60.1635389,24.9343718,1
2796,kerrostalo,30,800,Helsinki,0,0,"Hietalahdenkatu 9, 00180, Helsinki",60.1648176,24.9261821,1
1087,luhtitalo,56,800,Helsinki,0,0,"Meritullinkatu 7, 00170, Helsinki",60.1714456,24.9587303,0
12145,rivitalo,40,800,Helsinki,0,0,"Mannerheimintie 126, 00270, Helsinki",60.19278525,24.90764859,2
6371,kerrostalo,52.5,800,Helsinki,0,1,"Siltavoudintie 8, 00640, Helsinki",60.23086465,24.96593674,2
3375,kerrostalo,34,800,Helsinki,0,0,"Mannerheimintie 47, 00250, Helsinki",60.18879145,24.91820145,1
15568,luhtitalo,21.8,800,Helsinki,0,0,"Pietarinkatu 16, 00140, Helsinki",60.1570202,24.9463655,1
12581,kerrostalo,33,808,Helsinki,0,0,"KONALANTIE 18, 00370, Helsinki",60.22756265,24.85017709,1
1080,kerrostalo,28,810,Helsinki,0,0,"Aleksis Kiven, 00510, Helsinki",60.1900727,24.9509449,1
11855,kerrostalo,27.5,810,Helsinki,0,0,"Kauppakartanonkatu 14, 00930, Helsinki",60.2083131,25.08479985,1
11370,kerrostalo,24,810,Helsinki,0,0,"Pääskylänrinne 10, 00050, Helsinki",60.1885294,24.967046,1
2375,kerrostalo,31,812,Helsinki,0,0,"Retkeilijänkatu 5, 00980, Helsinki",60.20563255,25.1217295,1
8621,kerrostalo,50,815,Helsinki,0,0,"Viulupolku 1, 00420, Helsinki",60.23615635,24.88306944,2
2648,kerrostalo,31,815,Helsinki,0,0,"Ulvilantie 19, 00350, Helsinki",60.2078322,24.864077,1
7696,kerrostalo,24.5,815,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7700,kerrostalo,24.5,815,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7732,kerrostalo,24.5,815,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7750,kerrostalo,24.5,815,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
6779,kerrostalo,43.5,815,Helsinki,1,0,"Näyttelijäntie 13, 00400, Helsinki",60.23057375,24.89338255,2
9850,kerrostalo,34,817,Helsinki,0,0,"KONALANTIE 18, 00370, Helsinki",60.22756265,24.85017709,1
6515,rivitalo,39.5,819,Helsinki,0,0,"Kyläkirkontie 13, 00370, Helsinki",60.2246515,24.8427758,2
10632,kerrostalo,39.5,819,Helsinki,0,0,"Kyläkirkontie 13, 00370, Helsinki",60.2246515,24.8427758,2
7666,kerrostalo,24.5,819,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7676,kerrostalo,24.5,819,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
13848,kerrostalo,22,820,Helsinki,0,0,"Sammonkatu 7, 00100, Helsinki",60.1730362,24.9205461,1
567,kerrostalo,,820,Helsinki,0,0,"Niittaajankatu 8, 00810, Helsinki",60.1917097,25.0288455,2
1728,kerrostalo,35,820,Helsinki,0,0,"Siltasaarenkatu 15, 00530, Helsinki",60.1825076,24.9497957,1
9823,kerrostalo,30,820,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,1
9840,kerrostalo,30,820,Helsinki,0,0,"Keinulaudantie 2b, 00940, Helsinki",60.2361861,25.0816449,1
1221,kerrostalo,26.5,820,Helsinki,0,1,"Puistokaari 2, 00200, Helsinki",60.1596873,24.86153723,1
8459,kerrostalo,29,820,Helsinki,0,0,"Ramsaynranta 3, 00330, Helsinki",60.1950474,24.8845425,1
3146,kerrostalo,50.5,820,Helsinki,0,1,"Mätästie 3, 00770, Helsinki",60.26381765,25.08235419,2
2952,kerrostalo,34,825,Helsinki,0,0,"Haagan Pappilantie, 00320, Helsinki",60.2173711,24.8971727,1
2953,kerrostalo,34,825,Helsinki,0,0,"Haagan Pappilantie, 00320, Helsinki",60.2173711,24.8971727,1
16346,kerrostalo,45,825,Helsinki,0,0,"Palikkapolku 1, 00420, Helsinki",60.2376584,24.87593485,2
144,kerrostalo,60,825,Helsinki,0,0,"Kiillekuja 3, 00710, Helsinki",60.2330667,25.00512525,0
6202,kerrostalo,33,825,Helsinki,0,1,"Konalantie 9, 00370, Helsinki",60.2281316,24.85104282,1
7687,kerrostalo,24.5,825,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
7710,kerrostalo,24.5,825,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
5889,kerrostalo,26.5,825,Helsinki,0,0,"Topeliuksenkatu 41a, 00250, Helsinki",60.1899762,24.9116934,1
7855,kerrostalo,46,825,Helsinki,0,0,"Agronominkatu 7, 00790, Helsinki",60.2345232,25.0337994,2
8498,kerrostalo,46,825,Helsinki,0,0,"Agronominkatu 7, 00790, Helsinki",60.2345232,25.0337994,2
7716,kerrostalo,24.5,829,Helsinki,0,0,"Ida Aalbergin, 00400, Helsinki",60.2304113,24.90026,1
2179,kerrostalo,35.5,830,Helsinki,1,0,"Solvikinkatu 6, 00990, Helsinki",60.2027587,25.1555305,1
1223,kerrostalo,35.5,830,Helsinki,0,1,"A nan, 00880, Helsinki",,,2
1509,kerrostalo,37,830,Helsinki,0,0,"Laivastokatu 12, 00160, Helsinki",60.168668,24.966782,1
